"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date","time"
"2347",2347,"A girl on the megabus is wearing ballet flats and gym shorts.",FALSE,1,NA,"2016-04-17 23:29:00",FALSE,NA,721843136629239040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alyssalandress",0,FALSE,FALSE,NA,NA,"04/17/16","23:29"
"2348",2348,"@megabus broke down in Indiana. 2 hour delay. #nobueno #ishouldvejustdriven",FALSE,0,"megabus","2016-04-17 23:27:00",FALSE,NA,721842512596463104,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_jenster",0,FALSE,FALSE,NA,NA,"04/17/16","23:27"
"2349",2349,"@_dontbeignorant megabus sucked the soul out of me that week ’Ê_’ü_",FALSE,0,"_dontbeignorant","2016-04-17 23:26:00",FALSE,7.22e+17,721842217606900992,156706349,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElysiaSimpson",0,FALSE,FALSE,NA,NA,"04/17/16","23:26"
"2350",2350,"We had to make this whole megabus smell like garlic and four day old coffee.",FALSE,0,NA,"2016-04-17 23:23:00",FALSE,NA,721841599366488064,NA,"<a href=""https://twitter.com/ZarinaMuhammad"" rel=""nofollow"">ZARINA BOT 3002</a>","ZarunaM",0,FALSE,FALSE,NA,NA,"04/17/16","23:23"
"2351",2351,"Has anyone else had this sort of experience with @Megabus?  https://t.co/VOwVVVLrVK",FALSE,0,NA,"2016-04-17 23:23:00",FALSE,NA,721841527694168064,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Frommers",1,FALSE,FALSE,NA,NA,"04/17/16","23:23"
"2352",2352,"RT @vladtv: Man Arrested for Masturbating on a Megabus for Three Hours Straight https://t.co/VuHOYapMVu https://t.co/ODSPL1yGsS",FALSE,0,NA,"2016-04-17 23:15:00",FALSE,NA,721839484120231040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djsonnykorleon",4,TRUE,FALSE,NA,NA,"04/17/16","23:15"
"2353",2353,"Grey is so important we had a real convo about where I live and go to school and he said he loved DC and we talked about megabus prices omg?",FALSE,2,NA,"2016-04-17 23:04:00",FALSE,NA,721836830132460928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buckybarnesing",0,FALSE,FALSE,NA,NA,"04/17/16","23:04"
"2354",2354,"when @megabus late, gives you a wrong time to come back, refuses to give you a refund and THEN refuses to let you buy a new ticket #whomp",FALSE,0,NA,"2016-04-17 23:04:00",FALSE,NA,721836682723606016,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LVT_58",0,FALSE,FALSE,NA,NA,"04/17/16","23:04"
"2355",2355,"Megabus. Return trip to #philly from #pittsburgh Had a seat and hit a bump. Stood up and hit my‰Û_ https://t.co/nFhvsxGuIw",FALSE,3,NA,"2016-04-17 22:57:00",FALSE,NA,721835110312487936,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","sittingphl",0,FALSE,FALSE,NA,NA,"04/17/16","22:57"
"2356",2356,"@marisablackwll I hate megabus and state college",FALSE,1,"marisablackwll","2016-04-17 22:57:00",FALSE,7.22e+17,721834956973059968,26081428,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marisablackwll",0,FALSE,FALSE,NA,NA,"04/17/16","22:57"
"2357",2357,"My megabus driver: ""this bus is equipped with surveillance cameras....mmmm, oh yeah, that's right""",FALSE,0,NA,"2016-04-17 22:49:00",FALSE,NA,721832953605708928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bambangnathan",0,FALSE,FALSE,NA,NA,"04/17/16","22:49"
"2358",2358,"NYC to DC #megabus Driver: ""I'm just glad y'all are still alive. We accept tips."" #overheardinNYC",FALSE,0,NA,"2016-04-17 22:42:00",FALSE,NA,721831199249952000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","so_littoral",0,FALSE,FALSE,NA,NA,"04/17/16","22:42"
"2359",2359,"Holy crap a megabus just went by my spot in DC on its way to TORONTO #hellno #notcheapenough #fly #smh",FALSE,1,NA,"2016-04-17 22:34:00",FALSE,NA,721829336639283072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","McGillLawNC",0,FALSE,FALSE,NA,NA,"04/17/16","22:34"
"2360",2360,"On @megabus, rude driver, stolen purse, double booked seat. At least I got a $3 refund...#Pleaseshare #customerservice #custserv #Custexp",FALSE,4,NA,"2016-04-17 22:24:00",FALSE,NA,721826662187307008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","degeneratebliss",1,FALSE,FALSE,NA,NA,"04/17/16","22:24"
"2361",2361,"@LivvyWitty lets just megabus away from this shithole instead",FALSE,1,"LivvyWitty","2016-04-17 22:20:00",FALSE,7.22e+17,721825660088552960,2956564342,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexSomedays",0,FALSE,FALSE,NA,NA,"04/17/16","22:20"
"2362",2362,"3 things i searched on twitter ""Josh"" ""Tyler"" and ""megabus late""",FALSE,1,NA,"2016-04-17 22:16:00",FALSE,NA,721824773823667968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LilasHuez",0,FALSE,FALSE,NA,NA,"04/17/16","22:16"
"2363",2363,"@EsmeraldaPerez The bus is currently at the San Francisco stop, your bus will pick you up at the Oakland stop in approximately 30 minutes.",FALSE,0,"EsmeraldaPerez","2016-04-17 22:14:00",FALSE,7.22e+17,721824225145785856,17265515,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/17/16","22:14"
"2364",2364,"About to be 3 hours waiting for @megabus to arrive to the Oakland stop. Crowd was told only 20 more min, now it's an 1 hour more. Terrible.",FALSE,0,NA,"2016-04-17 22:09:00",FALSE,NA,721823014409481984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsmeraldaPerez",0,FALSE,FALSE,NA,NA,"04/17/16","22:09"
"2365",2365,"The weirdest people take the megabus omg",FALSE,1,NA,"2016-04-17 22:02:00",FALSE,NA,721821259454160000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MadeleineMottel",0,FALSE,FALSE,NA,NA,"04/17/16","22:02"
"2366",2366,"@SallyFlorence90 not long at all baby G! Yes it's been lovely. Sadly I've been on a megabus since 4.30pm...",FALSE,0,"SallyFlorence90","2016-04-17 21:58:00",FALSE,7.22e+17,721820170856054016,59109112,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toriburgess",0,FALSE,FALSE,NA,NA,"04/17/16","21:58"
"2367",2367,"@grantroud ""sir why do you have no luggage except for a pack of breadcrumbs, this megabus is 7 hours"" ""there's no time to explain""",FALSE,0,"grantroud","2016-04-17 21:49:00",FALSE,7.22e+17,721817898533129984,2398412233,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lexfirth",0,FALSE,FALSE,NA,NA,"04/17/16","21:49"
"2368",2368,"@david_glen London Megabus trips are the WORST ’Ê_’ü_",FALSE,1,"david_glen","2016-04-17 21:43:00",FALSE,7.22e+17,721816410469608960,30571301,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raeesahmaqsood",0,FALSE,FALSE,NA,NA,"04/17/16","21:43"
"2369",2369,"Dude Arrested For Jerking It For 3 Hours Straight During Bus Trip https://t.co/2yB2h40ZVg",FALSE,1,NA,"2016-04-17 21:42:00",FALSE,NA,721816035779832960,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","misslolabyrd",0,FALSE,FALSE,NA,NA,"04/17/16","21:42"
"2370",2370,"ride megabus! a free show is always included with the ride",FALSE,3,NA,"2016-04-17 21:40:00",FALSE,NA,721815733349523072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelBuss2",0,FALSE,FALSE,NA,NA,"04/17/16","21:40"
"2371",2371,"I've ridden megabus to DC and back three times. This is the second time someone on my bus has been arrested. ’Ê_’üâ",FALSE,6,NA,"2016-04-17 21:38:00",FALSE,NA,721815092657044992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelBuss2",0,FALSE,FALSE,NA,NA,"04/17/16","21:38"
"2372",2372,"If it weren't for heccies I'd defo be booking maself a megabus somewhere tomorrow",FALSE,1,NA,"2016-04-17 21:37:00",FALSE,NA,721814854353488896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","esmechisholm",0,FALSE,FALSE,NA,NA,"04/17/16","21:37"
"2373",2373,"@megabus any update on the 12:20pm Oakland to Los Angeles?The crowd has been waiting for 2 hours in the sun!",FALSE,1,"megabus","2016-04-17 21:22:00",FALSE,NA,721811124564327936,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsmeraldaPerez",0,FALSE,FALSE,NA,NA,"04/17/16","21:22"
"2374",2374,"@MegabusHelp it's about to be an 2 hour delay for the 12:20pm Oakland to Los Angeles megabus, any updates?",FALSE,1,"EsmeraldaPerez","2016-04-17 21:05:00",FALSE,7.22e+17,721806840539971072,17265515,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsmeraldaPerez",0,FALSE,FALSE,NA,NA,"04/17/16","21:05"
"2375",2375,"@malikeability Hello, can you please follow and DM us with your reservation number.",FALSE,0,"malikeability","2016-04-17 21:04:00",FALSE,7.22e+17,721806509408140928,2681743753,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/17/16","21:04"
"2376",2376,"Hey @megabus , your last minute notice about the 120 min. delay in San fran is not cool. Been over 2hrs yet no update on a replacement bus",FALSE,0,NA,"2016-04-17 21:03:00",FALSE,NA,721806380277959936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QHADMSDKS",0,FALSE,FALSE,NA,NA,"04/17/16","21:03"
"2377",2377,"I wanna be outside enjoying the weather but instead I'm on this megabus until 11 ’Ê_’üÕ",FALSE,0,NA,"2016-04-17 21:03:00",FALSE,NA,721806228549083008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amerinadian",0,FALSE,FALSE,NA,NA,"04/17/16","21:03"
"2378",2378,"@Lauzla so you should, payback for booking his megabus on the wrong day #thicko",FALSE,1,"Lauzla","2016-04-17 21:00:00",FALSE,7.22e+17,721805513823009920,390951515,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurenjscott_",0,FALSE,FALSE,NA,NA,"04/17/16","21:00"
"2379",2379,"Allergy Rob is loose on a Megabus.",FALSE,3,"TheRobRobinson","2016-04-17 20:59:00",FALSE,6.94e+17,721805259165843072,229287633,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRobRobinson",0,FALSE,FALSE,NA,NA,"04/17/16","20:59"
"2380",2380,"@megabus please recognize that you are losing customers with this terrible service",FALSE,1,"megabus","2016-04-17 20:56:00",FALSE,NA,721804482741411072,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","malikeability",0,FALSE,FALSE,NA,NA,"04/17/16","20:56"
"2381",2381,"@megabus A bus to NY that was labeled To Pittsburgh left 15ppl stranded in State College. A refund should be the least of what u offer",FALSE,1,"megabus","2016-04-17 20:55:00",FALSE,NA,721804240847518976,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","malikeability",0,FALSE,FALSE,NA,NA,"04/17/16","20:55"
"2382",2382,"Only on @megabus do you get yelled at for loosing your purse. #stolenpurse #nothisproblem #FML",FALSE,1,NA,"2016-04-17 20:55:00",FALSE,NA,721804177987472896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","degeneratebliss",1,FALSE,FALSE,NA,NA,"04/17/16","20:55"
"2383",2383,"@atinceu Hello, please follow and DM us with your reservation number.",FALSE,0,"atinceu","2016-04-17 20:51:00",FALSE,7.22e+17,721803379375217920,77513497,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/17/16","20:51"
"2384",2384,"Switch to a new @megabus This time with AC!",FALSE,0,"Emnk","2016-04-17 20:46:00",FALSE,7.22e+17,721801982374243968,41013595,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emnk",0,FALSE,FALSE,NA,NA,"04/17/16","20:46"
"2385",2385,"RT @urbanastray: have you ever been on the megabus and wanted to die",FALSE,0,NA,"2016-04-17 20:42:00",FALSE,NA,721801105366232960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kostagus",1,TRUE,FALSE,NA,NA,"04/17/16","20:42"
"2386",2386,"The megabus is not the place to be necking off with your girlfriend ’Ê_’üá",FALSE,2,NA,"2016-04-17 20:38:00",FALSE,NA,721800010476691072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_tasha24",0,FALSE,FALSE,NA,NA,"04/17/16","20:38"
"2387",2387,"views from the megabus - Rotterdam has some incredible architecture and sculpture. (pic not my own) #architecture https://t.co/BbZ29v1utp",FALSE,3,NA,"2016-04-17 20:38:00",FALSE,NA,721799909901484032,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","MaddieBodenPhD",0,FALSE,FALSE,NA,NA,"04/17/16","20:38"
"2388",2388,"RT @djvlad: Man Arrested for Masturbating on a Megabus for Three Hours Straight https://t.co/JKAXCtLlyA https://t.co/k4JzoPC9Da",FALSE,0,NA,"2016-04-17 20:35:00",FALSE,NA,721799382820134144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jillp4481",3,TRUE,FALSE,NA,NA,"04/17/16","20:35"
"2389",2389,"@ccatch_22 YES! This popped on shuffle while I was on the Megabus a few weeks ago, always forget how good it is!",FALSE,1,"ccatch_22","2016-04-17 20:34:00",FALSE,7.22e+17,721798960915038080,336128280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dimmu8urger",0,FALSE,FALSE,NA,NA,"04/17/16","20:34"
"2390",2390,"Might've just seen a (soon to be) dead motorcyclist. megabus killin it today in every regard",FALSE,0,NA,"2016-04-17 20:33:00",FALSE,NA,721798781637913856,NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for iPhone</a>","thesilentshore",0,FALSE,FALSE,NA,NA,"04/17/16","20:33"
"2391",2391,"Megabus driver just cut through 3 lanes of backed up traffic to use the emergency cut-through from the Truck lanes to the car lanes. ’Ê_’±ç’Ê_’À_’Ê_’_Ä",FALSE,0,NA,"2016-04-17 20:32:00",FALSE,NA,721798397473239040,NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for iPhone</a>","thesilentshore",0,FALSE,FALSE,NA,NA,"04/17/16","20:32"
"2392",2392,"RT @pintsizedpilot: https://t.co/rUoGNpMpdC: A Safe &amp; Cost-Effective Road Trip Alternative https://t.co/tKPAChRfN4 via @backroadplanet",FALSE,0,NA,"2016-04-17 20:31:00",FALSE,NA,721798245400190080,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DianneC_bc",2,TRUE,FALSE,NA,NA,"04/17/16","20:31"
"2393",2393,"@megabus is the bus from washington to pittsburgh delayed?",FALSE,0,"megabus","2016-04-17 20:28:00",FALSE,NA,721797584331915008,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","atinceu",0,FALSE,FALSE,NA,NA,"04/17/16","20:28"
"2394",2394,"@Emnk Thanks, lovely! I'm sorry to hear about the hassle of a trip. We took megabus to NOLA over new year's and it was okay. Safe travels!",FALSE,1,"Emnk","2016-04-17 20:26:00",FALSE,7.22e+17,721797089781369856,41013595,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","farr_jason",0,FALSE,FALSE,NA,NA,"04/17/16","20:26"
"2395",2395,"Dude Arrested For Jerking It For 3 Hours Straight During Bus Trip https://t.co/EqEKhBFBps",FALSE,1,NA,"2016-04-17 20:24:00",FALSE,NA,721796397352135936,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","peeperz",1,FALSE,FALSE,NA,NA,"04/17/16","20:24"
"2396",2396,"I'm not getting on the megabus this weekend, that's dead",FALSE,0,NA,"2016-04-17 20:17:00",FALSE,NA,721794678144638080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alesiaaaaaa_",0,FALSE,FALSE,NA,NA,"04/17/16","20:17"
"2397",2397,"4 hours on a megabus to boston pray for me ’Ê_’üÂ’Ê_’üÂ https://t.co/ENDsVenGIt",FALSE,7,NA,"2016-04-17 20:15:00",FALSE,NA,721794351282654976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snapchatandrew",0,FALSE,FALSE,NA,NA,"04/17/16","20:15"
"2398",2398,"It wouldn't be a megabus ride unless the guy sitting next to you yells in his sleep and the person behind has whooping cough",FALSE,4,NA,"2016-04-17 20:15:00",FALSE,NA,721794212501593856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luxifer_44",0,FALSE,FALSE,NA,NA,"04/17/16","20:15"
"2399",2399,"ensure @megabus claims they can't unlock the rest of your luggage from the underside of the bus so you can't get the rest of your stuff",FALSE,0,"Asapfeminasty","2016-04-17 20:14:00",FALSE,7.22e+17,721794104892526080,4204088627,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Asapfeminasty",0,FALSE,FALSE,NA,NA,"04/17/16","20:14"
"2400",2400,"@megabusuk I've just gone to print my Megabus reservation for tomorrow and its saying I have 2 seats reserved. I only requested one so why..",FALSE,1,"megabusuk","2016-04-17 20:14:00",FALSE,NA,721794078757793024,210765002,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rikki_Turner",0,FALSE,FALSE,NA,NA,"04/17/16","20:14"
"2401",2401,"AND MAKE SURE THE BUS BREAKS DOWN ON THE SIDE OF THE ROAD FOR NO REASON. THEN LET @megabus TAKE GOING ON TWO HOURS TO SEND ANOTHER BUS",FALSE,0,"Asapfeminasty","2016-04-17 20:14:00",FALSE,7.22e+17,721793894069988992,4204088627,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Asapfeminasty",0,FALSE,FALSE,NA,NA,"04/17/16","20:14"
"2402",2402,"@suppchrissy Hello, can you please follow and DM us with your reservation number.",FALSE,0,"suppchrissy","2016-04-17 20:13:00",FALSE,7.22e+17,721793813845523968,30238224,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/17/16","20:13"
"2403",2403,"RT @vladtv: Man Arrested for Masturbating on a Megabus for Three Hours Straight https://t.co/VuHOYapMVu https://t.co/ODSPL1yGsS",FALSE,0,NA,"2016-04-17 20:09:00",FALSE,NA,721792710605148032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","misz_india",4,TRUE,FALSE,NA,NA,"04/17/16","20:09"
"2404",2404,"I literally HATE megabus.",FALSE,1,NA,"2016-04-17 20:07:00",FALSE,NA,721792121108316032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebeccaelyse_",0,FALSE,FALSE,NA,NA,"04/17/16","20:07"
"2405",2405,"@megabus Your bus left to NY stranding 15 of us after the bus clearly indicated it was traveling TO Pittsburgh. I'd appreciate a refund",FALSE,0,"megabus","2016-04-17 20:04:00",FALSE,NA,721791435612299008,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suppchrissy",0,FALSE,FALSE,NA,NA,"04/17/16","20:04"
"2406",2406,"Just visited the facilities on the megabus! There's an experience!#tightsqueeze #ineedoxygen",FALSE,2,NA,"2016-04-17 20:03:00",FALSE,NA,721791162726628992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nickwaylande",0,FALSE,FALSE,NA,NA,"04/17/16","20:03"
"2407",2407,"@farr_jason @megabus Still hoping to make it to DC before my mother-in-law (also leaving from NYC) arrives by train tonight.",FALSE,0,"farr_jason","2016-04-17 20:02:00",FALSE,7.22e+17,721790980060548992,482409671,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emnk",0,FALSE,FALSE,NA,NA,"04/17/16","20:02"
"2408",2408,"If anybody wants to know what hell will be like take @megabus have the driver make you leave half your luggage, forget your water,",FALSE,0,NA,"2016-04-17 20:02:00",FALSE,NA,721790944195059072,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Asapfeminasty",0,FALSE,FALSE,NA,NA,"04/17/16","20:02"
"2409",2409,"My hatred for Megabus grows every time I board on of these damn coaches",FALSE,0,NA,"2016-04-17 20:01:00",FALSE,NA,721790833809353984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaAidaros",0,FALSE,FALSE,NA,NA,"04/17/16","20:01"
"2410",2410,"MAN ARRESTED AFTER MASTURBATING ON MEGABUS FOR THREE HOURS
Via https://t.co/zqPvbAkkA8

https://t.co/PVZTVxfenS
‰Û_ https://t.co/hcfZkf46ZS",FALSE,0,NA,"2016-04-17 20:00:00",FALSE,NA,721790422406848000,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","CHAOSTROPHICCOM",0,FALSE,FALSE,NA,NA,"04/17/16","20:00"
"2411",2411,"@Emnk @megabus Ugh. At least your bus hasn't (yet?) caught fire!",FALSE,1,"Emnk","2016-04-17 20:00:00",FALSE,7.22e+17,721790415616105984,41013595,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","farr_jason",0,FALSE,FALSE,NA,NA,"04/17/16","20:00"
"2412",2412,"Megabus is late out of St. Louis. The #STLCards and #stlblues are playing now, but NBA is on at bus station. Things that make me grumpy!",FALSE,0,NA,"2016-04-17 19:58:00",FALSE,NA,721790063965655040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LorrysStory",0,FALSE,FALSE,NA,NA,"04/17/16","19:58"
"2413",2413,"On the return for my 1st @megabus  trip. After appx 1 hr sitting on an immobile bus with no AC, we're heading to stop to switch buses.",FALSE,0,NA,"2016-04-17 19:58:00",FALSE,NA,721789930213649920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emnk",0,FALSE,FALSE,NA,NA,"04/17/16","19:58"
"2414",2414,"Not so keen on the wifi, @megabus / @MegabusHelp ? https://t.co/DaYPsoAiRC",FALSE,0,NA,"2016-04-17 19:56:00",FALSE,NA,721789352381176960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiaBrouillard",0,FALSE,FALSE,NA,NA,"04/17/16","19:56"
"2415",2415,"@megabus just gave me the WORST travel experience of my life. Everyone do yourself a favor and NEVER use them. #megabus",FALSE,0,"megabus","2016-04-17 19:54:00",FALSE,NA,721789042833140992,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachaelalewis",0,FALSE,FALSE,NA,NA,"04/17/16","19:54"
"2416",2416,"@SickChirpse stuck on a 5 hour megabus not getting in until 11.30pm :(",FALSE,1,"SickChirpse","2016-04-17 19:43:00",FALSE,7.22e+17,721786225120702080,181739784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenjaWH94",0,FALSE,FALSE,NA,NA,"04/17/16","19:43"
"2417",2417,"have you ever been on the megabus and wanted to die",FALSE,2,NA,"2016-04-17 19:39:00",FALSE,NA,721785090930556032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","urbanastray",1,FALSE,FALSE,NA,NA,"04/17/16","19:39"
"2418",2418,"RT @SheraKoziak: Man Arrested for Masturbating on a Megabus for Three Hours Straight https://t.co/7436Iw9rhR",FALSE,0,NA,"2016-04-17 19:37:00",FALSE,NA,721784653871496960,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","LeeMifsud",3,TRUE,FALSE,NA,NA,"04/17/16","19:37"
"2419",2419,"Rolled up to the megabus 5 min before scheduled departure.... Too much adrenaline for me to handle today. ’Ê_’ü¡",FALSE,2,NA,"2016-04-17 19:31:00",FALSE,NA,721783167309475072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryKMcKenzie",0,FALSE,FALSE,NA,NA,"04/17/16","19:31"
"2420",2420,"Why can't the Boston bus stop uptown?!? #megabus #boltbus",FALSE,0,NA,"2016-04-17 19:28:00",FALSE,NA,721782396568399104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eunicek73",0,FALSE,FALSE,NA,NA,"04/17/16","19:28"
"2421",2421,"@sweenaldo79 nar mate, 10 of us on a megabus Sat morning and back Sunday. Big night in Camden after the match.",FALSE,0,"sweenaldo79","2016-04-17 19:23:00",FALSE,7.22e+17,721781206514327040,367796603,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gavb1988",0,FALSE,FALSE,NA,NA,"04/17/16","19:23"
"2422",2422,"One of the benefits of never throwing anything away is that when you lose your charger between your megabus &amp; house (!!!!) you have a spare.",FALSE,0,NA,"2016-04-17 19:20:00",FALSE,NA,721780421625777920,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kelligrafie",0,FALSE,FALSE,NA,NA,"04/17/16","19:20"
"2423",2423,"Put bets down now on me falling asleep on this Megabus and waking up in Scotland somewhere",FALSE,0,NA,"2016-04-17 19:18:00",FALSE,NA,721779892921217024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jxssmoore",0,FALSE,FALSE,NA,NA,"04/17/16","19:18"
"2424",2424,"*happy dancing* I just bought my https://t.co/y4p9pqwJAO trip from Nola to Miami and reserved my fave seat 
$46 for a round trip!!! &lt;3",FALSE,0,NA,"2016-04-17 19:16:00",FALSE,NA,721779390812524032,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","airevolution",0,FALSE,FALSE,NA,NA,"04/17/16","19:16"
"2425",2425,"@kalvincling Hello, can you please follow and DM us with your reservation number.",FALSE,0,"kalvincling","2016-04-17 19:11:00",FALSE,7.22e+17,721778050355108992,442874211,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/17/16","19:11"
